科长,kēcháng,section chief/CL:個|个[ge4],level23
外科,wàikē,surgery (branch of medicine),level23
前科,qiánkē,criminal record/previous convictions,level23
本科,běnkē,undergraduate course/undergraduate (attributive),level23
内科,nèikē,internal medicine/general medicine,level23
打击,dǎjī,to hit/to strike/to attack/to crack down on sth/blow/(psychological) shock/percussion (music),level23
出击,chūjī,to sally/to attack,level23
宗教,zōngjiào,religion,level23
宗,zōng,"surname Zong
school/sect/purpose/model/ancestor/clan/to take as one's model (in academic or artistic work)/classifier for batches, items, cases (medical or legal), reservoirs",level23
正宗,zhèngzōng,orthodox school/fig. traditional/old school/authentic/genuine,level23
设计,shèjì,plan/design/to design/to plan/CL:個|个[ge4],level23
建设,jiànshè,to build/to construct/construction/constructive,level23
设立,shèlì,to set up/to establish,level23
设,shè,to set up/to arrange/to establish/to found/to display,level23
设定,shèdìng,to set/to set up/to install/setting/preferences,level23
设计师,shèjìshī,designer/architect,level23
设法,shèfǎ,to try/to make an attempt/to think of a way (to accomplish sth),level23
设有,shèyǒu,to have/to incorporate/to feature,level23
开设,kāishè,to offer (goods or services)/to open (for business etc),level23
设厂,shèchǎng,to establish a factory,level23
设想,shèxiǎng,to imagine/to assume/to envisage/tentative plan/to have consideration for,level23
想方设法,xiǎngfāngshèfǎ,"to think up every possible method (idiom); to devise ways and means/to try this, that and the other",level23
若,ruò,to seem/like/as/if,level23
若是,ruòshì,if,level23
若干,ruògān,a certain number or amount/how many?/how much?,level23
若非,ruòfēi,were it not for/if not for,level23
执行,zhíháng,to implement/to carry out/to execute/to run,level23
执着,zhízhuó,to be strongly attached to/to be dedicated/to cling to,level23
执政,zhízhèng,to hold power/in office,level23
执法,zhífǎ,to enforce a law/law enforcement,level23
执,zhí,to execute (a plan)/to grasp,level23
执意,zhíyì,to be determined to/to insist on,level23
李,lǐ,"surname Li
plum",level24
行李,hánglǐ,luggage/CL:件[jian4],level24
观点,guāndiǎn,point of view/viewpoint/standpoint/CL:個|个[ge4],level24
观光,guānguāng,to tour/sightseeing/tourism,level24
观,guān,"surname Guan
to look at/to watch/to observe/to behold/to advise/concept/point of view/outlook
Taoist monastery/palace gate watchtower/platform",level24
可观,kěguān,considerable/impressive/significant,level24
外观,wàiguān,exterior appearance/to view sth from the outside/exterior condition,level24
主观,zhǔguān,subjective,level24
观看,guānkàn,to watch/to view,level24
观望,guānwàng,to wait and see/to watch from the sidelines/to look around/to survey,level24
美观,měiguān,pleasing to the eye/beautiful/artistic,level24
反观,fǎnguān,by contrast/but as for this.../viewed from another angle/subjectively/introspection,level24
记者,jìzhě,reporter/journalist/CL:個|个[ge4],level24
记得,jìdé,to remember,level24
书记,shūjì,secretary (chief official of a branch of a socialist or communist party)/clerk/scribe,level24
记,jì,"to record/to note/to memorize/to remember/mark/sign/classifier for blows, kicks, shots",level24
记者会,jìzhěhuì,press conference,level24
日记,rìjì,"diary/CL:則|则[ze2],本[ben3],篇[pian1]",level24
记住,jìzhù,to remember/to bear in mind/to learn by heart,level24
记性,jìxìng,memory (ability to retain information),level24
传记,chuánjì,"biography/CL:篇[pian1],部[bu4]",level24
充分,chōngfēn,ample/sufficient/adequate/full/fully/to the full,level24
充实,chōngshí,rich/full/substantial/to enrich/to augment/to substantiate (an argument),level24
充足,chōngzú,adequate/sufficient/abundant,level24
充电,chōngdiàn,to recharge batteries/fig. to rest and recuperate,level24
充当,chōngdāng,to serve as/to act as/to play the role of,level24
发展,fāzhǎn,development/growth/to develop/to grow/to expand,level24
展开,zhǎnkāi,to unfold/to carry out/to be in full swing/to launch,level24
展示,zhǎnshì,to reveal/to display/to show/to exhibit sth,level24
展现,zhǎnxiàn,to come out/to emerge/to reveal/to display,level24
展出,zhǎnchū,to put on display/to be on show/to exhibit,level24
进展,jìnzhǎn,to make headway/to make progress,level24
开展,kāizhǎn,to launch/to develop/to unfold/(of an exhibition etc) to open,level24
展望,zhǎnwàng,outlook/prospect/to look ahead/to look forward to,level24
改变,gǎibiàn,to change/to alter/to transform,level24
改,gǎi,to change/to alter/to transform/to correct,level24
改进,gǎijìn,to improve/to make better/CL:個|个[ge4],level24
改为,gǎiwéi,to change into,level24
改良,gǎiliáng,to improve,level24
改建,gǎijiàn,to rebuild/to transform (a building)/to refurbish,level24
改成,gǎichéng,to convert/to turn into (sth else)/to adapt (a story to another medium),level24
更改,gēnggǎi,to alter,level24
改用,gǎiyòng,to change over to/to switch to/to use (sth different),level24
改正,gǎizhèng,to correct/to amend/to put right/correction/CL:個|个[ge4],level24
单位,dānwèi,"unit (of measure)/unit (group of people as a whole)/work unit (place of employment, esp. in the PRC prior to economic reform)/CL:個|个[ge4]",level24
单元,dānyuán,unit (forming an entity)/element/(in a residential building) entrance or staircase,level24
名单,míngdān,list (of names),level24
单一,dānyī,single/only/sole,level24
单,dān,"surname Shan
bill/list/form/single/only/sole/odd number/CL:個|个[ge4]",level24
单身,dānshēn,unmarried/single,level24
被单,bèidān,(bed) sheet/envelope for a padded coverlet/CL:床[chuang2],level24
单打,dāndǎ,singles (in sports)/CL:場|场[chang3],level24
传单,chuándān,leaflet/flier/pamphlet,level24
字,zì,letter/symbol/character/word/CL:個|个[ge4]/courtesy or style name traditionally given to males aged 20 in dynastic China,level24
文字,wénzì,character/script/writing/written language/writing style/phraseology/CL:個|个[ge4],level24
名字,míngzì,name (of a person or thing)/CL:個|个[ge4],level24
数字,shùzì,numeral/digit/number/figure/amount/digital (electronics etc)/CL:個|个[ge4],level24
字眼,zìyǎn,wording,level24
字母,zìmǔ,letter (of the alphabet)/CL:個|个[ge4],level24
带,dài,band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise,level24
带来,dàilái,to bring/to bring about/to produce,level24
一带,yīdài,region/district,level24
带动,dàidòng,to spur/to provide impetus/to drive,level24
带领,dàilǐng,to guide/to lead,level24
带给,dàigěi,to give to/to provide to/to bring to/to take to,level24
带有,dàiyǒu,to have/to involve,level24
带回,dàihuí,to bring back,level24
地带,dìdài,zone/CL:個|个[ge4],level24
带原者,dàiyuánzhě,(disease) carrier,level24
带走,dàizǒu,to carry/to take away,level24
齐全,qíquán,complete,level24
齐,qí,"(name of states and dynasties at several different periods)/surname Qi
neat/even/level with/identical/simultaneous/all together/to even sth out",level24
一齐,yīqí,at the same time/simultaneously,level24
朝向,zhāoxiàng,toward/to face/to open onto/to turn towards/orientation/exposure/Qibla (Islam),level24
王朝,wángzhāo,dynasty,level24
朝,zhāo,"abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea
imperial or royal court/government/dynasty/reign of a sovereign or emperor/court or assembly held by a sovereign or emperor/to make a pilgrimage to/facing/towards
morning",level24
朝代,zhāodài,dynasty/reign (of a king),level24
召开,zhàokāi,to convene (a conference or meeting)/to convoke/to call together,level24
会议,huìyì,"meeting/conference/CL:場|场[chang3],屆|届[jie4]",level24
建议,jiànyì,"to propose/to suggest/to recommend/proposal/suggestion/recommendation/CL:個|个[ge4],點|点[dian3]",level24
议员,yìyuán,member (of a legislative body)/representative,level24
争议,zhēngyì,controversy/dispute/to dispute,level24
议题,yìtí,topic of discussion/topic/subject/issue (under discussion)/CL:項|项[xiang4],level24
决议,juéyì,resolution/decision (of a congress),level24
议会,yìhuì,parliament/legislative assembly,level24
提议,tíyì,proposal/suggestion/to propose/to suggest,level24
议长,yìcháng,chairman (of a legislative assembly)/speaker,level24
市议会,shìyìhuì,city council,level24
市议员,shìyìyuán,town councilor/city councilor/alderman,level24
议论,yìlùn,to comment/to talk about/to discuss/discussion/CL:個|个[ge4],level24
不可思议,bùkěsīyì,inconceivable (idiom); unimaginable/unfathomable,level24
一切,yīqiē,everything/every/all,level24
关切,guānqiē,to be deeply concerned/to be troubled (by),level24
亲切,qīnqiē,amiable/cordial/close and dear/familiar,level24
切,qiē,"to cut/to slice/tangent (math)
definitely/absolutely (not)/(scoffing or dismissive interjection) Yeah, right./Tut!/to grind/close to/eager/to correspond to/see also 反切[fan3 qie4]",level24
切入,qiērù,"to cut into/to incise/to penetrate deeply into (a topic, area etc)/cut (offensive moves in basketball)",level24
切实,qiēshí,feasible/realistic/practical/earnestly/conscientiously,level24
花,huā,"surname Hua
flower/blossom/CL:朵[duo3],支[zhi1],束[shu4],把[ba3],盆[pen2],簇[cu4]/fancy pattern/florid/to spend (money, time)
old variant of 花[hua1]
variant of 花[hua1]/flower/blossom/also pr. [wei3]",level24
开花,kāihuā,to bloom/to blossom/to flower/fig. to burst open/to feel happy or elated/new development grows out,level24
花样,huāyàng,pattern/way of doing sth/trick/(sports) fancy-style (as figure skating etc),level24
青花,qīnghuā,blue and white (porcelain),level24
花儿,huāér,"style of folk song popular in Gansu, Qinghai and Ningxia/CL:首[shou3]
erhua variant of 花[hua1]",level24
花生,huāshēng,peanut/groundnut/CL:粒[li4],level24
约,yuē,"to weigh in a balance or on a scale
to make an appointment/to invite/approximately/pact/treaty/to economize/to restrict/to reduce (a fraction)/concise",level24
大约,dàyuē,approximately/probably,level24
合约,héyuē,treaty/contract,level24
条约,tiáoyuē,treaty/pact/CL:個|个[ge4],level24
公约,gōngyuē,convention (i.e. international agreement),level24
约定,yuēdìng,"to agree on sth (after discussion)/to conclude a bargain/to arrange/to promise/to stipulate/to make an appointment/stipulated (time, amount, quality etc)/an arrangement/a deal/appointment/undertaking/commitment/understanding/engagement/stipulation",level24
不约而同,bùyuēértóng,to agree by chance (idiom); taking the same action without prior consultation,level24
约会,yuēhuì,"appointment/engagement/date/CL:次[ci4],個|个[ge4]/to arrange to meet",level24
制约,zhìyuē,to restrict/condition,level24
咸,xián,"surname Xian
all/everyone/each/widespread/harmonious
salted/salty/stingy/miserly",level24
公尺,gōngchǐ,meter (unit of length),level24
尺寸,chǐcùn,size/dimension/measurement,level24
尺度,chǐdù,scale/yardstick,level24
尺,chǐ,"one of the characters used to represent a musical note in gongche notation, 工尺譜|工尺谱[gong1 che3 pu3]
a Chinese foot/one-third of a meter/a ruler/a tape-measure/one of the three acupoints for measuring pulse in Chinese medicine/CL:支[zhi1],把[ba3]",level24
尺子,chǐzǐ,rule/ruler (measuring instrument)/CL:把[ba3],level24
觉得,juédé,to think/to feel,level24
感觉,gǎnjué,to feel/to become aware of/feeling/sense/perception/CL:個|个[ge4],level24
发觉,fājué,to become aware/to detect/to realize/to perceive,level24
感觉到,gǎnjuédào,to feel/to sense/to detect/to perceive/to become aware,level24
觉,jué,"a nap/a sleep/CL:場|场[chang2]
to feel/to find that/thinking/awake/aware",level24
不知不觉,bùzhībùjué,unconsciously/unwittingly,level24
自觉,zìjué,conscious/aware/on one's own initiative/conscientious,level24
不自觉,bùzìjué,unaware/unconscious of sth,level24
直觉,zhíjué,intuition,level24
不觉,bùjué,unconsciously,level24
听觉,tīngjué,sense of hearing,level24
知觉,zhījué,perception/consciousness,level24
基本,jīběn,basic/fundamental/main/elementary,level25
基金会,jījīnhuì,foundation (institution supported by an endowment),level25
基于,jīyú,because of/on the basis of/in view of/on account of,level25
基金,jījīn,fund,level25
基地,jīdì,base (of operations)/industrial or military base/al-Qaeda,level25
基因,jīyīn,gene (loanword),level25
服务,fúwù,to serve/service/CL:項|项[xiang4],level25
衣服,yīfú,"clothes/CL:件[jian4],套[tao4]",level25
克服,kèfú,(try to) overcome (hardships etc)/to conquer/to put up with/to endure,level25
服务业,fúwùyè,service industry,level25
服食,fúshí,"to take (medication, vitamins etc)",level25
服用,fúyòng,to take (medicine),level25
说服,shuōfú,to persuade/to convince/to talk sb over/Taiwan pr. [shui4 fu2],level25
制服,zhìfú,"to subdue/to check/to bring under control/(in former times) what one is allowed to wear depending on social status/uniform (army, party, school etc)/livery (for company employees)/CL:套[tao4]",level25
服,fú,"clothes/dress/garment/to serve (in the military, a prison sentence etc)/to obey/to be convinced (by an argument)/to convince/to admire/to acclimatize/to take (medicine)/mourning clothes/to wear mourning clothes
dose (measure word for medicine)/Taiwan pr. [fu2]",level25
服气,fúqì,to be convinced/to accept,level25
服从,fúcóng,to obey (an order)/to comply/to defer,level25
服务员,fúwùyuán,"waiter/waitress/attendant/customer service personnel/CL:個|个[ge4],位[wei4]",level25
连,lián,"surname Lian
to link/to join/to connect/continuously/in succession/including/(used with 也, 都 etc) even/company (military)",level25
连接,liánjiē,to link/to join/to attach/connection/a link (on web page),level25
连结,liánjié,variant of 聯結|联结[lian2 jie2],level25
连系,liánxì,to link/to connect,level25
相连,xiānglián,to link/to join/link/connection,level25
连带,liándài,to be related/to entail/to involve/joint (liability etc),level25
一连,yīlián,in a row/in succession/running,level25
连战,liánzhàn,"Lien Chan (1936-), Taiwanese politician, former vice-president and chairman of Guomintang",level25
接连,jiēlián,on end/in a row/in succession,level25
连年,liánnián,successive years/over many years,level25
连同,liántóng,together with/along with,level25
据,jù,"variant of 據|据[ju4]
see 拮据[jie2 ju1]
variant of 據|据[ju4]
according to/to act in accordance with/to depend on/to seize/to occupy",level25
据说,jùshuō,it is said that/reportedly,level25
数据,shùjù,data/numbers/digital,level25
据点,jùdiǎn,stronghold/defended military base/base for operations/strategic point/foothold/(market) presence,level25
数据机,shùjùjī,modem (Tw),level25
占据,zhānjù,to occupy/to hold,level25
收据,shōujù,receipt/CL:張|张[zhang1],level25
世界,shìjiè,world/CL:個|个[ge4],level25
外界,wàijiè,the outside world/external,level25
各界,gèjiè,all walks of life/all social circles,level25
业界,yèjiè,industry,level25
学术界,xuéshùjiè,academic circles/academia,level25
边界,biānjiè,boundary/border,level25
界定,jièdìng,definition/to delimit,level25
给予,gěiyú,to accord/to give/to show (respect),level25
予以,yúyǐ,to give/to impose/to apply,level25
予,yú,"(archaic) I/me
to give",level25
不予,bùyú,to withhold/to refuse,level25
结束,jiéshù,termination/to finish/to end/to conclude/to close,level25
约束,yuēshù,to restrict/to limit to/to constrain/restriction/constraint,level25
束,shù,"surname Shu
to bind/bunch/bundle/classifier for bunches, bundles, beams of light etc/to control",level25
像,xiàng,to resemble/to be like/to look as if/such as/appearance/image/portrait/image under a mapping (math.),level25
好像,hǎoxiàng,as if/to seem like,level25
想像,xiǎngxiàng,to imagine/to conceive of/to visualize/imagination,level25
想像力,xiǎngxiànglì,conception/imagination,level25
不像话,bùxiànghuà,unreasonable/shocking/outrageous,level25
院,yuàn,courtyard/institution/CL:個|个[ge4],level25
学院,xuéyuàn,college/educational institute/school/faculty/CL:所[suo3],level25
院长,yuàncháng,chair of board/president (of a university etc)/department head/dean/CL:個|个[ge4],level25
行政院,hángzhèngyuàn,"Executive Yuan, the executive branch of government under the constitution of Republic of China, then of Taiwan",level25
院士,yuànshì,scholar/academician/fellow (of an academy),level25
立法院,lìfǎyuàn,"Legislative Yuan, the legislative branch of government under the constitution of Republic of China, then of Taiwan",level25
法院,fǎyuàn,court of law/court,level25
住院,zhùyuàn,to be in hospital/to be hospitalized,level25
院子,yuànzǐ,courtyard/garden/yard/patio/CL:個|个[ge4]/(old) servant,level25
工学院,gōngxuéyuàn,school of engineering/college of engineering,level25
科学院,kēxuéyuàn,academy of sciences/CL:個|个[ge4],level25
国务院,guówùyuàn,State Council (PRC)/State Department (USA),level25
莫斯科,mòsīkē,"Moscow, capital of Russia",level25
莫,mò,"surname Mo
do not/there is none who",level25
莫大,mòdà,greatest/most important,level25
莫过于,mòguòyú,nothing can surpass,level25
莫不,mòbù,none doesn't/there is none who isn't/everyone,level25
句,jù,"variant of 勾[gou1]
sentence/clause/phrase/classifier for phrases or lines of verse",level25
句子,jùzǐ,sentence/CL:個|个[ge4],level25
复句,fùjù,compound phrase,level25
几乎,jīhū,almost/nearly/practically,level25
在乎,zàihū,to care about/equivalent of 在於|在于[zai4 yu2],level25
合乎,héhū,to accord with/conforming to,level25
君,jūn,monarch/lord/gentleman/ruler,level25
君子,jūnzǐ,nobleman/person of noble character,level25
拉,lā,to pull/to play (a bowed instrument)/to drag/to draw/to chat,level25
拉开,lākāi,to pull open/to pull apart/to space out/to increase,level25
远,yuǎn,"far/distant/remote/(intensifier in a comparison) by far/much (lower etc)
to distance oneself from (classical)",level25
远处,yuǎnchǔ,distant place,level25
长远,chángyuǎn,long-term/long-range,level25
远东,yuǎndōng,Far East (loanword),level25
远方,yuǎnfāng,far away/a distant location,level25
任重道远,rènzhòngdàoyuǎn,"a heavy load and a long road/fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7)",level25
收,shōu,to receive/to accept/to collect/to put away/to restrain/to stop/in care of (used on address line after name),level25
收入,shōurù,"to take in/income/revenue/CL:筆|笔[bi3],個|个[ge4]",level25
收到,shōudào,to receive,level25
回收,huíshōu,to recycle/to reclaim/to retrieve/to recover/to recall (a defective product),level25
接收,jiēshōu,reception (of transmitted signal)/to receive/to accept/to admit/to take over (e.g. a factory)/to expropriate,level25
收回,shōuhuí,to regain/to retake/to take back/to withdraw/to revoke,level25
收取,shōuqǔ,to receive/to collect,level25
收看,shōukàn,to watch (a TV program),level25
丰收,fēngshōu,bumper harvest,level25
收音机,shōuyīnjī,radio/CL:臺|台[tai2],level25
好友,hǎoyǒu,close friend/pal/(social networking website) friend/CL:個|个[ge4],level25
友人,yǒurén,friend,level25
亲友,qīnyǒu,friends and relatives,level25
女友,nǚyǒu,girlfriend,level25
友好,yǒuhǎo,"Youhao district of Yichun city 伊春市[Yi1 chun1 shi4], Heilongjiang
friendly/amicable/close friend",level25
不易,bùyì,not easy to do sth/difficult/unchanging,level25
易,yì,"surname Yi/abbr. for 易經|易经[Yi4 jing1], the Book of Changes
easy/amiable/to change/to exchange",level25
交易,jiāoyì,(business) transaction/business deal/CL:筆|笔[bi3],level25
交易所,jiāoyìsuǒ,exchange/stock exchange,level25
易于,yìyú,very likely/prone to,level25
坐,zuò,"surname Zuo
to sit/to take a seat/to take (a bus, airplane etc)/to bear fruit/variant of 座[zuo4]",level25
坐下,zuòxià,to sit down,level25
江,jiāng,"surname Jiang
river/CL:條|条[tiao2],道[dao4]",level25
长江,chángjiāng,"Yangtze River, or Chang Jiang",level25
江南,jiāngnán,"south of Changjiang or Yangtze river/south of the lower reaches of Changjiang/often refers to south Jiangsu, south Anhui and north Zhejiang provinces/a province during Qing times/in literature, refers to the sunny south/Gangnam (district in Seoul, South Korea)",level25
凹凸,āotū,concave or convex/bumps and holes/uneven (surface)/rugged,level25
民众,mínzhòng,populace/masses/the people,level26
大众,dàzhòng,"Volkswagen (automobile manufacturer)
the masses/the great bulk of the population/popular (of music, science etc)",level26
观众,guānzhòng,spectators/audience/visitors (to an exhibition etc),level26
众多,zhòngduō,numerous,level26
众人,zhòngrén,everyone,level26
听众,tīngzhòng,audience/listeners,level26
众生,zhòngshēng,all living things,level26
众,zhòng,"abbr. for 眾議院|众议院[Zhong4 yi4 yuan4], House of Representatives
many/numerous/crowd/multitude
variant of 眾|众[zhong4]",level26
公众,gōngzhòng,public,level26
众所周知,zhòngsuǒzhōuzhī,"as everyone knows (idiom)
see 眾所周知|众所周知[zhong4 suo3 zhou1 zhi1]",level26
龙,lóng,"surname Long
dragon/CL:條|条[tiao2]/imperial",level26
水龙头,shuǐlóngtóu,faucet/tap,level26
时候,shíhòu,time/length of time/moment/period,level26
有时候,yǒushíhòu,sometimes,level26
气候,qìhòu,climate/atmosphere/situation/CL:種|种[zhong3],level26
候鸟,hòuniǎo,migratory bird,level26
等候,děnghòu,to wait/to wait for,level26
到时候,dàoshíhòu,when the moment comes/at that time,level26
天候,tiānhòu,weather,level26
问候,wènhòu,to give one's respects/to send a greeting,level26
人类,rénlèi,humanity/human race/mankind,level26
类,lèi,kind/type/class/category/similar/like/to resemble,level26
种类,zhǒnglèi,kind/genus/type/category/variety/species/sort/class,level26
鸟类,niǎolèi,birds,level26
分类,fēnlèi,classification,level26
之类,zhīlèi,and so on/and such,level26
类别,lèibié,classification/category,level26
人类学,rénlèixué,anthropology,level26
过程,guòchéng,course of events/process/CL:個|个[ge4],level26
工程,gōngchéng,"engineering/an engineering project/project/undertaking/CL:個|个[ge4],項|项[xiang4]",level26
程度,chéngdù,degree (level or extent)/level/CL:個|个[ge4],level26
程式,chéngshì,form/pattern/formula/program,level26
流程,liúchéng,course/stream/sequence of processes/work flow in manufacturing,level26
行程,hángchéng,journey/course of a journey/distance traveled/trajectory/itinerary/route/course (of history)/(Tw) (computing) process,level26
计程车,jìchéngchē,taxi/cab (Tw),level26
工程师,gōngchéngshī,"engineer/CL:個|个[ge4],位[wei4],名[ming2]",level26
程,chéng,"surname Cheng
rule/order/regulations/formula/journey/procedure/sequence",level26
规程,guīchéng,rules/regulations,level26
方程式,fāngchéngshì,equation,level26
议程,yìchéng,agenda/agenda item,level26
路程,lùchéng,route/path traveled/distance traveled/course (of development),level26
时程,shíchéng,timetable/schedule,level26
车程,chēchéng,travel time/expected time for a car journey,level26
专程,zhuānchéng,specifically/specially (for that purpose),level26
日程,rìchéng,schedule/itinerary/CL:個|个[ge4],level26
转变,zhuǎnbiàn,to change/to transform/shift/transformation/CL:個|个[ge4],level26
转,zhuǎn,"see 轉文|转文[zhuai3 wen2]
to turn/to change direction/to transfer/to forward (mail)
to revolve/to turn/to circle about/to walk about/classifier for revolutions (per minute etc): revs, rpm/classifier for repeated actions",level26
转业,zhuǎnyè,to change one's profession/to transfer to civilian work,level26
运转,yùnzhuǎn,to work/to operate/to revolve/to turn around,level26
转身,zhuǎnshēn,(of a person) to turn round/to face about/(of a widow) to remarry (archaic),level26
转动,zhuǎndòng,"to turn sth around/to swivel
to rotate (about an axis)/to revolve/to turn/to move in a circle/to gyrate",level26
转机,zhuǎnjī,(to take) a turn for the better/to change planes,level26
转告,zhuǎngào,to pass on/to communicate/to transmit,level26
周转,zhōuzhuǎn,"to rotate/to circulate (cash, stock etc)/turnover/circulation/cash flow",level26
转达,zhuǎndá,to pass on/to convey/to communicate,level26
转让,zhuǎnràng,"transfer (technology, goods etc)/conveyancing (property)",level26
交流,jiāoliú,to exchange/exchange/communication/interaction/to have social contact (with sb),level26
流行,liúháng,"(of a contagious disease etc) to spread/to propagate/(of a style of clothing, song etc) popular/fashionable",level26
流通,liútōng,to circulate/to distribute/circulation/distribution,level26
主流,zhǔliú,main stream (of a river)/fig. the essential point/main viewpoint of a matter/mainstream (culture etc),level26
流传,liúchuán,to spread/to circulate/to hand down,level26
流,liú,"to flow/to disseminate/to circulate or spread/to move or drift/to degenerate/to banish or send into exile/stream of water or sth resembling one/class, rate or grade",level26
流动,liúdòng,to flow/to circulate/to go from place to place/to be mobile/(of assets) liquid,level26
流失,liúshī,drainage/to run off/to wash away,level26
流水,liúshuǐ,running water/(business) turnover,level26
回流,huíliú,to flow back/reflux/circumfluence/refluence/backward flow/returning flow (e.g. of talent),level26
气流,qìliú,stream of air/airflow/slipstream/draft/breath/turbulence (of aircraft),level26
流于,liúyú,to change (for the worse),level26
水流,shuǐliú,river/stream,level26
流利,liúlì,fluent,level26
一流,yīliú,top quality/front ranking,level26
支流,zhīliú,tributary (river),level26
该,gāi,should/ought to/probably/must be/to deserve/to owe/to be sb's turn to do sth/that/the above-mentioned,level26
应该,yīnggāi,ought to/should/must,level26
活该,huógāi,(coll.) serve sb right/deservedly/ought/should,level26
开始,kāishǐ,to begin/beginning/to start/initial/CL:個|个[ge4],level26
原始,yuánshǐ,first/original/primitive/original (document etc),level26
始,shǐ,to begin/to start/then/only then,level26
近,jìn,near/close to/approximately,level26
接近,jiējìn,to approach/to get close to,level26
将近,jiāngjìn,almost/nearly/close to,level26
近来,jìnlái,recently/lately,level26
相近,xiāngjìn,close/similar to,level26
亲近,qīnjìn,intimate/to get close to,level26
近代史,jìndàishǐ,"modern history (for China, from the Opium Wars until the fall of the Qing Dynasty, i.e. mid-19th to early 20th century)",level26
走近,zǒujìn,to approach/to draw near to,level26
最近,zuìjìn,recent/recently/these days/latest/soon/nearest (of locations)/shortest (of routes),level26
近代,jìndài,"the not-very-distant past/modern times, excluding recent decades/(in the context of Chinese history) the period from the Opium Wars until the May 4th Movement (mid-19th century to 1919)/capitalist times (pre-1949)",level26
就近,jiùjìn,nearby/in a close neighborhood,level26
风格,fēnggé,style,level26
资格,zīgé,qualifications/seniority,level26
性格,xìnggé,nature/disposition/temperament/character/CL:個|个[ge4],level26
人格,réngé,personality/integrity/dignity,level26
格式,géshì,form/specification/format,level26
规格,guīgé,standard/norm/specification,level26
合格,hégé,to meet the standard required/qualified/eligible (voter etc),level26
格外,géwài,especially/particularly,level26
表格,biǎogé,"form/table/CL:張|张[zhang1],份[fen4]",level26
格,gé,square/frame/rule/(legal) case/style/character/standard/pattern/(grammar) case/(classical) to obstruct/to hinder/(classical) to arrive/to come/(classical) to investigate/to study exhaustively,level26
巴格达,bāgédá,"Baghdad, capital of Iraq",level26
及格,jígé,to pass an exam or a test/to meet a minimum standard,level26
经济,jīngjì,economy/economic,level26
经济学,jīngjìxué,economics (as a field of study),level26
运动,yùndòng,to move/to exercise/sports/exercise/motion/movement/campaign/CL:場|场[chang3],level26
运用,yùnyòng,to use/to put to use,level26
运作,yùnzuò,to operate/operations/workings/activities (usu. of an organization)/thread (computing),level26
命运,mìngyùn,fate/destiny/CL:個|个[ge4],level26
运动会,yùndònghuì,sports competition/CL:個|个[ge4],level26
亚运,yàyùn,Asian Games,level26
运气,yùnqì,luck (good or bad),level26
运,yùn,to move/to transport/to use/to apply/fortune/luck/fate,level26
海运,hǎiyùn,shipping by sea,level26
空运,kōngyùn,air transport,level26
运动场,yùndòngcháng,sports field/playground/exercise yard,level26
学运,xuéyùn,student movement,level26
运行,yùnháng,to move along one's course (of celestial bodies etc)/(fig.) to function/to be in operation/(of a train service etc) to operate/to run/(of a computer) to run,level26
怎么,zěnmó,"how?/what?/why?
variant of 怎麼|怎么[zen3 me5]",level26
怎么样,zěnmóyàng,how?/how about?/how was it?/how are things?,level26
怎么办,zěnmóbàn,what's to be done,level26
怎样,zěnyàng,how/what kind,level26
怎能,zěnnéng,how can?,level26
规定,guīdìng,provision/to fix/to set/to formulate/to stipulate/to provide/regulation/rule/CL:個|个[ge4],level26
规则,guīzé,rule/regulation/rules and regulations,level26
法规,fǎguī,legislation/statute,level26
正规,zhèngguī,regular/according to standards,level26
让,ràng,"to yield/to permit/to let sb do sth/to have sb do sth/to make sb (feel sad etc)/by (indicates the agent in a passive clause, like 被[bei4])",level26
让步,ràngbù,to concede/to give in/to yield/a concession/(linguistics) concessive,level26
冬,dōng,"winter
surname Dong
(onom.) beating a drum/rat-a-tat",level26
鸟,niǎo,"variant of 屌[diao3]/penis
bird/CL:隻|只[zhi1],群[qun2]/(dialect) to pay attention to/(intensifier) damned/goddam",level26
鸟儿,niǎoér,bird,level26
小鸟,xiǎoniǎo,penis (kiddie term),level26
罗马,luómǎ,"Rome, capital of Italy",level26
曝光,pùguāng,to expose (photography)/(fig.) to expose (a scandal)/(advertising) exposure/Taiwan pr. [pu4 guang1],level26
毛,máo,"surname Mao
hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])",level27
羽毛,yǔmáo,feather/plumage/plume,level27
毛巾,máojīn,towel/CL:條|条[tiao2],level27
河川,héchuān,rivers,level27
河,hé,"river/CL:條|条[tiao2],道[dao4]",level27
河流,héliú,river/CL:條|条[tiao2],level27
河南,hénán,"Henan province (Honan) in central China, abbr. 豫, capital Zhengzhou 鄭州|郑州[Zheng4 zhou1]",level27
河水,héshuǐ,river water,level27
黄河,huánghé,Yellow River or Huang He,level27
知识,zhīshí,knowledge/CL:門|门[men2]/intellectual,level27
认识,rènshí,to know/to recognize/to be familiar with/to get acquainted with sb/knowledge/understanding/awareness/cognition,level27
