语,dialect/language/speech,語,,yǔ,level31
越,generic word for peoples or states of south China or south Asia at different historical periods/abbr. for Vietnam 越南,越,,yuè,level31
写,to write,寫,,xiě,level31
磋,deliberate/to polish,磋,,cuō,level31
况,moreover/situation,況,,kuàng,level32
举,to lift/to hold up/to cite/to enumerate/to act/to raise/to choose/to elect,舉,,jǔ,level32
钱,surname Qian,錢,,qián,level32
照,according to/in accordance with/to shine/to illuminate/to reflect/to look at (one's reflection)/to take (a photo)/photo/as requested/as before,照,,zhào,level32
器,device/tool/utensil/CL:臺|台[tai2],器,,qì,level32
团,dumpling,糰,,tuán,level32
皆,all/each and every/in all cases,皆,,jiē,level32
闻,surname Wen,聞,,wén,level32
整,exactly/in good order/whole/complete/entire/in order/orderly/to repair/to mend/to renovate/(coll.) to fix sb/to give sb a hard time/to mess with sb,整,,zhěng,level32
价,price/value/valence (on an atom),價,,jià,level32
号,roar/cry/CL:個|个[ge4],號,,hào,level32
级,level/grade/rank/step/CL:個|个[ge4],級,,jí,level32
显,prominent/conspicuous/Greek stem: phanero-,顯,,xiǎn,level32
红,surname Hong,紅,,hóng,level32
消,to disappear/to vanish/to eliminate/to spend (time)/have to/need,消,,xiāo,level32
图,diagram/picture/drawing/chart/map/CL:張|张[zhang1]/to plan/to scheme/to attempt/to pursue/to seek,圖,,tú,level32
左,surname Zuo,左,,zuǒ,level32
责,duty/responsibility/to reproach/to blame,責,,zé,level32
落,to leave out/to be missing/to leave behind or forget to bring/to lag or fall behind,落,,là,level32
礼,surname Li,禮,,lǐ,level32
馈,food/to make a present,饋,,kuì,level32
胡,beard/mustache/whiskers,鬍,,hú,level33
丸,pill,丸,,wán,level33
营,camp/barracks/battalion/to build/to operate/to manage/to strive for,營,,yíng,level33
增,to increase/to expand/to add,增,,zēng,level33
际,border/edge/boundary/interval/between/inter-/to meet/time/occasion/to meet with (circumstances),際,,jì,level33
贵,expensive/noble/your (name)/precious,貴,,guì,level33
致,to send/to devote/to deliver/to cause/to convey,致,,zhì,level33
农,surname Nong,農,,nóng,level33
射,to shoot/to launch/to allude to/radio- (chemistry),射,,shè,level33
志,sign/mark/to record/to write a footnote,誌,,zhì,level33
念,"to read/to study (a degree course)/to read aloud/to miss (sb)/idea/remembrance/twenty (banker's anti-fraud numeral corresponding to 廿, 20)",念,,niàn,level33
究,after all/to investigate/to study carefully/Taiwan pr. [jiu4],究,,jiū,level33
希,to hope/to admire/variant of 稀[xi1],希,,xī,level33
汉,Han ethnic group/Chinese (language)/the Han dynasty (206 BC-220 AD),漢,,hàn,level33
追,to sculpt/to carve/musical instrument (old),追,,zhuī,level33
送,to deliver/to carry/to give (as a present)/to present (with)/to see off/to send,送,,sòng,level33
属,category/genus (taxonomy)/family members/dependents/to belong to/subordinate to/affiliated with/be born in the year of (one of the 12 animals)/to be/to prove to be/to constitute,屬,,shǔ,level33
置,to install/to place/to put/to buy,置,,zhì,level33
仓,barn/granary/storehouse/cabin/hold (in ship),倉,,cāng,level33
推,to push/to cut/to refuse/to reject/to decline/to shirk (responsibility)/to put off/to delay/to push forward/to nominate/to elect,推,,tuī,level33
禽,generic term for birds and animals/birds/to capture (old),禽,,qín,level33
考,to check/to verify/to test/to examine/to take an exam/to take an entrance exam for/deceased father,考,,kǎo,level34
技,skill,技,,jì,level34
凡,ordinary/commonplace/mundane/temporal/of the material world (as opposed to supernatural or immortal levels)/every/all/whatever/altogether/gist/outline/note of Chinese musical scale,凡,,fán,level34
扁,Polygonum aviculare (knot weed),萹,,biǎn,level34
线,"thread/string/wire/line/CL:條|条[tiao2],股[gu3],根[gen1]",線,,xiàn,level34
圣,holy/sacred/saint/sage,聖,,shèng,level34
终,end/finish,終,,zhōng,level34
册,book/booklet/classifier for books,冊,,cè,level34
选,to choose/to pick/to select/to elect,選,,xuǎn,level34
势,power/influence/potential/momentum/tendency/trend/situation/conditions/outward appearance/sign/gesture/male genitals,勢,,shì,level34
察,to examine/to inquire/to observe/to inspect/to look into/obvious/clearly evident,察,,chá,level34
洛,"surname Luo/old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)",洛,,luò,level34
喜,to be fond of/to like/to enjoy/to be happy/to feel pleased/happiness/delight/glad,喜,,xǐ,level34
查,surname Zha,查,,chá,level34
酒,"wine (esp. rice wine)/liquor/spirits/alcoholic beverage/CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]",酒,,jiǔ,level34
卷,to roll (up)/to sweep up/to carry on/roll,捲,,juàn,level34
破,"broken/damaged/worn out/to break, split or cleave/to get rid of/to destroy/to break with/to defeat/to capture (a city etc)/to expose the truth of",破,,pò,level34
谓,surname Wei,謂,,wèi,level34
费,surname Fei,費,,fèi,level34
谈,surname Tan,談,,tán,level34
兽,beast/animal/beastly/bestial,獸,,shòu,level34
吗,"see 嗎啡|吗啡, morphine",嗎,,ma,level35
久,(long) time/(long) duration of time,久,,jiǔ,level35
率,rate/frequency,率,,shuài,level35
找,to try to find/to look for/to call on sb/to find/to seek/to return/to give change,找,,zhǎo,level35
装,adornment/to adorn/dress/clothing/costume (of an actor in a play)/to play a role/to pretend/to install/to fix/to wrap (sth in a bag)/to load/to pack,裝,,zhuāng,level35
绝,to cut short/extinct/to disappear/to vanish/absolutely/by no means,絕,,jué,level35
答,to answer/to agree,答,,dá,level35
敌,enemy/match/to resist/to withstand,敵,,dí,level35
密,surname Mi/name of an ancient state,密,,mì,level35
研,to grind/study/research,研,,yán,level35
刘,surname Liu,劉,,liú,level35
春,surname Chun,春,,chūn,level35
依,to depend on/to comply with or listen to sb/according to/in the light of,依,,yī,level35
按,to press/to push/to leave aside or shelve/to control/to restrain/to keep one's hand on/to check or refer to/according to/in the light of/(of an editor or author) to make a comment,按,,àn,level35
宝,jewel/gem/treasure/precious,寶,,bǎo,level35
攻,to attack/to accuse/to study,攻,,gōng,level35
呈,to present to a superior/memorial/petition/to present (a certain appearance)/to assume (a shape)/to be (a certain color),呈,,chéng,level35
企,"to plan a project/to stand on tiptoe/Taiwan pr. [qi4]/abbr. for 企业, enterprise or company",企,,qǐ,level35
案,(legal) case/incident/record/file/table,案,,àn,level35
兰,"surname Lan/abbr. for Lanzhou 蘭州|兰州[Lan2 zhou1], Gansu",蘭,,lán,level35
墟,mound/ruins/grave,墟,,xū,level35
刑,surname Xing,刑,,xíng,level36
突,to dash/to move forward quickly/to bulge/to protrude/to break through/to rush out/sudden/Taiwan pr. [tu2],突,,tū,level36
倒,"to fall/to collapse/to topple/to fail/to go bankrupt/to change (trains or buses)/to move around/to sell/to speculate (buying and selling, also 搗|捣)/profiteer",倒,,dǎo,level36
岁,classifier for years (of age)/year/year (of crop harvests),歲,,suì,level36
局,"office/situation/classifier for games: match, set, round etc",局,,jú,level36
投,to throw/to send/to invest,投,,tóu,level36
甫,(classical) barely just/just now,甫,,fǔ,level36
愿,to hope/to wish/to desire/hoped-for/ready/willing/sincere,願,,yuàn,level36
省,to save/to economize/to do without/to omit/to leave out/province/CL:個|个[ge4],省,,shěng,level36
欲,to wish for/to desire/variant of 慾|欲[yu4],欲,,yù,level36
监,hard/strong/solid/firm/to supervise/to inspect/jail/prison,監,,jiān,level36
严,surname Yan,嚴,,yán,level36
待,stay/delay,待,,dài,level36
归,surname Gui,歸,,guī,level36
医,medical/medicine/doctor/to cure/to treat,醫,,yī,level36
船,"boat/vessel/ship/CL:條|条[tiao2],艘[sou1],隻|只[zhi1]",船,,chuán,level36
护,to protect,護,,hù,level36
卫,"surname Wei/vassal state during the Zhou Dynasty (1066-221 BC), located in present day Henan and Hebei Provinces",衛,,wèi,level36
律,law,律,,lǜ,level36
标,the topmost branches of a tree/surface/sign/to mark/(outward) sign/indication/prize/award/bid,標,,biāo,level36
尴,embarrassed/ill at ease,尷,,gān,level36
甲,"first of the ten heavenly stems 十天干[shi2 tian1 gan1]/(used for an unspecified person or thing)/first (in a list, as a party to a contract etc)/armor plating/shell or carapace/(of the fingers or toes) nail/bladed leather or metal armor (old)/ranking system used in the Imperial examinations (old)/civil administration unit (old)",甲,,jiǎ,level37
罪,guilt/crime/fault/blame/sin,罪,,zuì,level37
吧,"bar (serving drinks, or providing internet access etc)/to puff (on a pipe etc)/onomat. bang",吧,,bā,level37
群,"group/crowd/flock, herd, pack etc",群,,qún,level37
响,echo/sound/noise/to make a sound/to sound/to ring/loud/classifier for noises,響,,xiǎng,level37
敢,to dare/daring/(polite) may I venture,敢,,gǎn,level37
男,"male/Baron, lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]/CL:個|个[ge4]",男,,nán,level37
仍,still/yet/to remain,仍,,réng,level37
细,thin or slender/finely particulate/thin and soft/fine/delicate/trifling/(of a sound) quiet/frugal,細,,xì,level37
承,"surname Cheng/Cheng (c. 2000 BC), third of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",承,,chéng,level37
拿,to hold/to seize/to catch/to apprehend/to take,拿,,ná,level37
施,surname Shi,施,,shī,level37
职,office/duty,職,,zhí,level37
哥,elder brother,哥,,gē,level37
善,good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect,善,,shàn,level37
益,surname Yi,益,,yì,level37
跟,heel/to follow closely/to go with/to marry sb (of woman)/with/towards/as (compared to)/from (different from)/and (in addition to),跟,,gēn,level37
讲,to speak/to explain/to negotiate/to emphasise/to be particular about/as far as sth is concerned/speech/lecture,講,,jiǎng,level37
般,sort/kind/class/way/manner,般,,bān,level37
防,to protect/to defend/to guard (against),防,,fáng,level37
尬,in an embarrassing situation,尬,,gà,level37
独,alone/independent/single/sole/only,獨,,dú,level38
族,"race/nationality/ethnicity/clan/by extension, social group (e.g. office workers 上班族)",族,,zú,level38
较,comparatively/(preposition comparing difference in degree)/to contrast/to compare/rather/fairly/clearly (different)/markedly/to haggle over/to quibble,較,,jiào,level38
威,power/might/prestige,威,,wēi,level38
罢,to stop/to cease/to dismiss/to suspend/to quit/to finish,罷,,bà,level38
苏,surname Su/abbr. for Soviet Union 蘇維埃|苏维埃 or 蘇聯|苏联/abbr. for Jiangsu province 江蘇|江苏/abbr. for Suzhou city 蘇州|苏州,蘇,,sū,level38
匹,mate/one of a pair,匹,,pǐ,level38
退,to retreat/to decline/to move back/to withdraw,退,,tuì,level38
辰,"5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon",辰,,chén,level38
校,to proofread/to check/to compare,校,,xiào,level38
围,surname Wei,圍,,wéi,level38
吴,"surname Wu/area comprising southern Jiangsu, northern Zhejiang and Shanghai/name of states in Southern China at different historical periods",吳,,wú,level38
仅,barely/only/merely,僅,,jǐn,level38
纪,surname Ji,紀,,jì,level38
谁,who/also pr. [shui2],誰,,shuí,level38
惊,to start/to be frightened/to be scared/alarm,驚,,jīng,level38
底,(equivalent to 的 as possessive particle),底,,dǐ,level38
段,surname Duan,段,,duàn,level38
孩,child,孩,,hái,level38
维,abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]/surname Wei,維,,wéi,level38
阂,obstruct,閡,,hé,level38
供,to provide/to supply,供,,gōng,level39
炎,flame/inflammation/-itis,炎,,yán,level39
降,to drop/to fall/to come down/to descend,降,,jiàng,level39
姐,older sister,姐,,jiě,level39
封,surname Feng,封,,fēng,level39
差,difference/discrepancy/to differ/error/to err/to make a mistake,差,,chà,level39
构,to construct/to form/to make up/to compose/literary composition/paper mulberry (Broussonetia papyrifera),構,,gòu,level39
波,Poland/Polish/abbr. for 波蘭|波兰[Bo1 lan2],波,,bō,level39
站,station/to stand/to halt/to stop/branch of a company or organization/website,站,,zhàn,level39
矣,"classical final particle, similar to modern 了[le5]",矣,,yǐ,level39
疑,to doubt/to misbelieve/to suspect,疑,,yí,level39
验,to examine/to test/to check,驗,,yàn,level39
苦,bitter/hardship/pain/to suffer/to bring suffering to/painstakingly,苦,,kǔ,level39
宣,surname Xuan,宣,,xuān,level39
刻,quarter (hour)/moment/to carve/to engrave/to cut/oppressive/classifier for short time intervals,刻,,kè,level39
派,clique/school/group/faction/to dispatch/to send/to assign/to appoint/pi (Greek letter Ππ)/the circular ratio pi = 3.1415926/(loanword) pie,派,,pài,level39
紧,tight/strict/close at hand/near/urgent/tense/hard up/short of money/to tighten,緊,,jǐn,level39
料,material/stuff/grain/feed/to expect/to anticipate/to guess,料,,liào,level39
异,different/other/hetero-/unusual/strange/surprising/to distinguish/to separate/to discriminate,異,,yì,level39
例,example/precedent/rule/case/instance,例,,lì,level39
嗨,oh alas/hey!/hi! (loanword),嗨,,hāi,level39
祖,surname Zu,祖,,zǔ,level40
征,to request/to impose (taxes)/to levy (troops)/to draft (for military service)/phenomenon/symptom/characteristic sign (used as proof)/evidence,徵,,zhēng,level40
乞,to beg,乞,,qǐ,level40
宫,surname Gong,宮,,gōng,level40
乱,in confusion or disorder/in a confused state of mind/disorder/upheaval/riot/illicit sexual relations/to throw into disorder/to mix up/indiscriminate/random/arbitrary,亂,,luàn,level40
素,"raw silk/white/plain, unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever",素,,sù,level40
巨,very large/huge/tremendous/gigantic,巨,,jù,level40
怕,surname Pa,怕,,pà,level40
负,to bear/to carry (on one's back)/to turn one's back on/to be defeated/negative (math. etc),負,,fù,level40
效,effect/efficacy/to imitate,效,,xiào,level40
永,forever/always/perpetual,永,,yǒng,level40
福,surname Fu/abbr. for Fujian province 福建省[Fu2 jian4 sheng3],福,,fú,level40
银,silver/silver-colored/relating to money or currency,銀,,yín,level40
晚,evening/night/late,晚,,wǎn,level40
兆,surname Zhao,兆,,zhào,level40
游,to walk/to tour/to roam/to travel,遊,,yóu,level40
香,fragrant/sweet smelling/aromatic/savory or appetizing/(to eat) with relish/(of sleep) sound/perfume or spice/joss or incense stick/CL:根[gen1],香,,xiāng,level40
修,surname Xiu,修,,xiū,level40
勾,surname Gou,勾,,gōu,level40
娘,variant of 娘[niang2],孃,,niáng,level40
暄,genial and warm,暄,,xuān,level40
态,attitude,態,,tài,level41
录,surname Lu,錄,,lù,level41
微,surname Wei/ancient Chinese state near present day Chongqing/Taiwan pr. [wei2],微,,wēi,level41
孙,surname Sun,孫,,sūn,level41
够,to reach/to be enough,夠,,gòu,level41
划,to scratch,劃,,huá,level41
郎,surname Lang,郎,,láng,level41
续,to continue/to replenish,續,,xù,level41
境,border/place/condition/boundary/circumstances/territory,境,,jìng,level41
助,to help/to assist,助,,zhù,level41
假,fake/false/artificial/to borrow/if/suppose,假,,jiǎ,level41
试,to test/to try/experiment/examination/test,試,,shì,level41
伤,to injure/injury/wound,傷,,shāng,level41
刚,hard/firm/strong/just/barely/exactly,剛,,gāng,level41
状,accusation/suit/state/condition/strong/great/-shaped,狀,,zhuàng,level41
廷,palace courtyard,廷,,tíng,level41
诉,to complain/to sue/to tell,訴,,sù,level41
祭,surname Zhai,祭,,jì,level41
叔,uncle/father's younger brother/husband's younger brother/Taiwan pr. [shu2],叔,,shū,level41
胜,victory/success/to beat/to defeat/to surpass/victorious/superior to/to get the better of/better than/surpassing/superb (of vista)/beautiful (scenery)/wonderful (view)/(arch. pronunciation shēng) able to bear/equal to (a task),勝,,shèng,level41
瞩,to gaze at/to stare at,矚,,zhǔ,level41
朱,cinnabar/see 硃砂|朱砂[zhu1 sha1],硃,,zhū,level42
育,to have children/to raise or bring up/to educate,育,,yù,level42
项,surname Xiang,項,,xiàng,level42
继,to continue/to follow after/to go on with/to succeed/to inherit/then/afterwards,繼,,jì,level42
爷,grandpa/old gentleman,爺,,yé,level42
印,surname Yin/abbr. for 印度[Yin4 du4],印,,yìn,level42
速,fast/rapid/quick/velocity,速,,sù,level42
低,low/beneath/to lower (one's head)/to let droop/to hang down/to incline,低,,dī,level42
室,surname Shi,室,,shì,level42
秋,a swing,鞦,,qiū,level42
登,to scale (a height)/to ascend/to mount/to publish or record/to enter (e.g. in a register)/to press down with the foot/to step or tread on/to put on (shoes or trousers)(dialect)/to be gathered and taken to the threshing ground (old),登,,dēng,level42
脸,"face/CL:張|张[zhang1],個|个[ge4]",臉,,liǎn,level42
限,limit/bound/to set a limit (on),限,,xiàn,level42
热,to warm up/to heat up/hot (of weather)/heat/fervent,熱,,rè,level42
劳,toil,勞,,láo,level42
值,value/(to be) worth/to happen to/to be on duty,值,,zhí,level42
怀,surname Huai,懷,,huái,level42
敬,to respect/to venerate/to salute/to offer,敬,,jìng,level42
纳,surname Na,納,,nà,level42
散,leisurely/loosen/powdered medicine/to scatter/to come loose,散,,sàn,level42
侃,upright and honest/cheerful/to chat idly/to boast/to talk smoothly,侃,,kǎn,level42
型,model/type (e.g. blood type),型,,xíng,level43
欢,joyous/happy/pleased,歡,,huān,level43
血,"blood/informal colloquial and Taiwan pr. [xie3]/also pr. [xue3]/CL:滴[di1],片[pian4]",血,,xiě,level43
略,plan/strategy/outline/summary/slightly/rather/to rob/to plunder/to summarize,略,,lüè,level43
唐,Tang dynasty (618-907)/surname Tang,唐,,táng,level43
批,"to ascertain/to act on/to criticize/to pass on/classifier for batches, lots, military flights/tier (for the ranking of universities and colleges)",批,,pī,level43
犯,to violate/to offend/to assault/criminal/crime/to make a mistake/recurrence (of mistake or sth bad),犯,,fàn,level43
普,general/popular/everywhere/universal,普,,pǔ,level43
否,to negate/to deny/not,否,,fǒu,level43
灵,quick/alert/efficacious/effective/spirit/departed soul/coffin,靈,,líng,level43
药,"medicine/drug/cure/CL:種|种[zhong3],服[fu4]",藥,,yào,level43
织,to weave/to knit,織,,zhī,level43
陆,surname Lu,陸,,lù,level43
壮,"Zhuang ethnic group of Guangxi, the PRC's second most numerous ethnic group/Zhuang: Bouxcuengh",壯,,zhuàng,level43
获,to reap/to harvest,穫,,huò,level43
旧,old/opposite: new 新/former/worn (with age),舊,,jiù,level43
预,to advance/in advance/beforehand/to prepare,預,,yù,level43
忙,busy/hurriedly/to hurry/to rush,忙,,máng,level43
错,surname Cuo,錯,,cuò,level43
雷,surname Lei,雷,,léi,level43
愣,to look distracted/to stare blankly/distracted/blank/(coll.) unexpectedly/rash/rashly,愣,,lèng,level43
麻,surname Ma,麻,,má,level44
树,tree/CL:棵[ke1]/to cultivate/to set up,樹,,shù,level44
临,to face/to overlook/to arrive/to be (just) about to/just before,臨,,lín,level44
伯,variant of 霸,伯,,bó,level44
兼,double/twice/simultaneous/holding two or more (official) posts at the same time,兼,,jiān,level44
诗,poem/CL:首[shou3]/poetry/verse/abbr. for Book of Songs 詩經|诗经[Shi1 Jing1],詩,,shī,level44
拜,to pay respect/worship/visit/salute,拜,,bài,level44
副,"secondary/auxiliary/deputy/assistant/vice-/abbr. for 副詞|副词 adverb/classifier for pairs, sets of things & facial expressions",副,,fù,level44
秀,handsome/refined/elegant/graceful/performance/ear of grain/show (loanword)/CL:場|场[chang2],秀,,xiù,level44
财,money/wealth/riches/property/valuables,財,,cái,level44
奴,slave,奴,,nú,level44
适,surname Shi,適,,shì,level44
遂,to satisfy/to succeed/then/thereupon/finally/unexpectedly/to proceed/to reach,遂,,suì,level44
弹,crossball/bullet/shot/shell/ball,彈,,dàn,level44
屋,"house/room/CL:間|间[jian1],個|个[ge4]",屋,,wū,level44
妇,woman,婦,,fù,level44
哪,how/which,哪,,nǎ,level44
源,root/source/origin,源,,yuán,level44
创,a wound/cut/injury/trauma,創,,chuàng,level44
危,surname Wei,危,,wēi,level44
嘛,modal particle indicating that sth is obvious/particle indicating a pause for emphasis,嘛,,má,level44
习,surname Xi,習,,xí,level45
遣,dispatch,遣,,qiǎn,level45
折,variant of 折[zhe2]/to fold,摺,,zhē,level45
策,surname Ce,策,,cè,level45
败,be defeated/to defeat/loss,敗,,bài,level45
宋,surname Song/the Song dynasty (960-1279)/also Song of the Southern dynasties 南朝宋 (420-479),宋,,sòng,level45
御,to defend/to resist,禦,,yù,level45
讨,to invite/to provoke/to demand or ask for/to send armed forces to suppress/to denounce or condemn/to marry (a woman)/to discuss or study,討,,tǎo,level45
富,surname Fu,富,,fù,level45
范,surname Fan,范,,fàn,level45
球,ball/sphere/globe/CL:個|个[ge4]/ball game/match/CL:場|场[chang3],球,,qiú,level45
冲,thoroughfare/to go straight ahead/to rush/to clash,衝,,chōng,level45
宁,peaceful,甯,,níng,level45
辟,to dispel/to refute/to repudiate/to open up (for development),闢,,bì,level45
恩,favor/grace/kindness,恩,,ēn,level45
寻,to search/to look for/to seek,尋,,xún,level45
恶,see 惡心|恶心[e3 xin1],惡,,è,level45
停,to stop/to halt/to park (a car),停,,tíng,level45
股,"share/portion/section/part/thigh/classifier for smells, electric currents, spirals etc/whiff",股,,gǔ,level45
险,danger/dangerous/rugged,險,,xiǎn,level45
哦,to chant,哦,,ó,level45
刺,whoosh (onomatopoeia),刺,,cì,level46
述,to state/to tell/to narrate/to relate,述,,shù,level46
谢,surname Xie,謝,,xiè,level46
环,surname Huan,環,,huán,level46
脑,brain/mind/head/essence,腦,,nǎo,level46
番,surname Pan,番,,fān,level46
草,"grass/straw/manuscript/draft (of a document)/careless/rough/CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]",草,,cǎo,level46
忽,surname Hu,忽,,hū,level46
堂,"(main) hall/large room for a specific purpose/relationship between cousins etc on the paternal side of a family/of the same clan/classifier for sets (or suites) of furniture, classes etc/CL:間|间[jian1]",堂,,táng,level46
静,still/calm/quiet/not moving,靜,,jìng,level46
判,to judge/to sentence/to discriminate/to discern/obviously (different),判,,pàn,level46
奉,"to offer (tribute)/to present respectfully (to superior, ancestor, deity etc)/to esteem/to revere/to believe in (a religion)/to wait upon/to accept orders (from superior)",奉,,fèng,level46
养,to raise (animals)/to bring up (children)/to keep (pets)/to support/to give birth,養,,yǎng,level46
积,to amass/to accumulate/to store/measured quantity (such as area of volume)/product (the result of multiplication)/to integrate (math.)/to solve (or integrate) an ordinary differential equation (math.)/old/long-standing,積,,jī,level46
怪,bewildering/odd/strange/uncanny/devil/monster/to wonder at/to blame/quite/rather,怪,,guài,level46
镇,composed/small town/to suppress/to press down/to guard/garrison/to cool or chill (food or drinks),鎮,,zhèn,level46
宜,surname Yi,宜,,yí,level46
遇,surname Yu,遇,,yù,level46
恐,afraid/frightened/to fear,恐,,kǒng,level46
奏,to play music/to achieve/to present a memorial to the emperor (old),奏,,zòu,level46
烹,cooking method/to boil sb alive (capital punishment in Imperial China),烹,,pēng,level46
著,(chess) move/trick/all right!/(dialect) to add,著,,zhù,level47
幸,surname Xing,幸,,xìng,level47
排,"a row/a line/to set in order/to arrange/to line up/to eliminate/to drain/to push open/platoon/raft/classifier for lines, rows etc",排,,pái,level47
斩,to behead (as form of capital punishment)/to chop,斬,,zhǎn,level47
简,simple/uncomplicated/letter/to choose/to select/bamboo strips used for writing (old),簡,,jiǎn,level47
检,to check/to examine/to inspect/to exercise restraint,檢,,jiǎn,level47
庚,"age/seventh of the 10 Heavenly Stems 十天干/seventh in order/letter ""G"" or roman ""VII"" in list ""A, B, C"", or ""I, II, III"" etc/hepta",庚,,gēng,level47
铁,surname Tie,鐵,,tiě,level47
顾,surname Gu,顧,,gù,level47
村,village,村,,cūn,level47
读,comma/phrase marked by pause,讀,,dú,level47
朋,friend,朋,,péng,level47
挥,to wave/to brandish/to wipe away/to command/to conduct/to scatter/to disperse,揮,,huī,level47
冷,surname Leng,冷,,lěng,level47
模,to imitate/model/norm/pattern,模,,mó,level47
虎,tiger/CL:隻|只[zhi1],虎,,hǔ,level47
佛,seemingly,彿,,fó,level47
杨,surname Yang,楊,,yáng,level47
梦,"dream/CL:場|场[chang2],個|个[ge4]",夢,,mèng,level47
救,to save/to assist/to rescue,救,,jiù,level47
饪,cooked food/to cook (until ready),飪,,rèn,level47
阵,disposition of troops/wave/spate/burst/spell/short period of time/classifier for events or states of short duration,陣,,zhèn,level48
哈,abbr. for Kazakhstan/abbr. for Harbin,哈,,hā,level48
暗,to close (a door)/to eclipse/muddled/stupid/ignorant/variant of 暗[an4],闇,,àn,level48
督,to supervise and direct/army title (archaic),督,,dū,level48
楚,surname Chu/abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together/Chinese kingdom during the Spring and Autumn and Warring States Periods (722-221 BC),楚,,chǔ,level48
旁,"beside/one side/other/side/self/the right-hand side of split Chinese character, often the phonetic",旁,,páng,level48
肯,to agree/to consent/to be ready (to do sth)/willing,肯,,kěn,level48
配,to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription),配,,pèi,level48
痛,ache/pain/sorrow/deeply/thoroughly,痛,,tòng,level48
授,to teach/to instruct/to award/to give,授,,shòu,level48
楼,"house with more than 1 story/storied building/floor/CL:層|层[ceng2],座[zuo4],棟|栋[dong4]",樓,,lóu,level48
呼,to call/to cry/to shout/to breath out/to exhale,呼,,hū,level48
顺,to obey/to follow/to arrange/to make reasonable/along/favorable,順,,shùn,level48
阴,surname Yin,陰,,yīn,level48
索,"surname Suo/abbr. for 索馬里|索马里[Suo3 ma3 li3], Somalia",索,,suǒ,level48
固,hard/strong/solid/sure/assuredly/undoubtedly/of course/indeed/admittedly,固,,gù,level48
庄,surname Zhuang,莊,,zhuāng,level48
警,to alert/to warn/police,警,,jǐng,level48
审,to examine/to investigate/carefully/to try (in court),審,,shěn,level48
担,to undertake/to carry/to shoulder/to take responsibility,擔,,dān,level48
锲,to cut/to carve/to engrave/to chisel/fig. to chisel away at,鍥,,qiè,level48
康,surname Kang,康,,kāng,level49
妈,ma/mom/mother,媽,,mā,level49
坚,strong/solid/firm/unyielding/resolute,堅,,jiān,level49
阶,rank or step/stairs,階,,jiē,level49
忠,loyal/devoted/honest,忠,,zhōng,level49
背,to be burdened/to carry on the back or shoulder,背,,bèi,level49
姓,family name/surname/CL:個|个[ge4]/to be surnamed,姓,,xìng,level49
穿,to bore through/to pierce/to perforate/to penetrate/to pass through/to dress/to wear/to put on/to thread,穿,,chuān,level49
妻,wife,妻,,qī,level49
激,to arouse/to incite/to excite/to stimulate/sharp/fierce/violent,激,,jī,level49
掌,palm of the hand/sole of the foot/paw/horseshoe/to slap/to hold in one's hand/to wield,掌,,zhǎng,level49
胃,stomach/CL:個|个[ge4],胃,,wèi,level49
舍,surname She,舍,,shě,level49
夏,the Xia or Hsia dynasty c. 2000 BC/Xia of the Sixteen Kingdoms (407-432)/surname Xia,夏,,xià,level49
尊,senior/of a senior generation/to honor/to respect/honorific/classifier for cannons and statues/ancient wine vessel,尊,,zūn,level49
剑,"double-edged sword/CL:口[kou3],把[ba3]/classifier for blows of a sword",劍,,jiàn,level49
层,layer/stratum/laminated/floor (of a building)/storey/classifier for layers/repeated/sheaf (math.),層,,céng,level49
洲,continent/island,洲,,zhōu,level49
脚,"foot/leg/base/kick/CL:雙|双[shuang1],隻|只[zhi1]",腳,,jiǎo,level49
乡,country or countryside/native place/home village or town/township (PRC administrative unit),鄉,,xiāng,level49
曲,surname Qu,曲,,qū,level49
沙,surname Sha,沙,,shā,level50
托,to trust/to entrust/to be entrusted with/to act as trustee,託,,tuō,level50
卓,surname Zhuo,卓,,zhuó,level50
沉,see 黑沉沉[hei1 chen1 chen1],沉,,chén,level50
曹,surname Cao/Zhou Dynasty vassal state,曹,,cáo,level50
姑,paternal aunt/husband's sister/husband's mother (old)/nun/for the time being (literary),姑,,gū,level50
超,to exceed/to overtake/to surpass/to transcend/to pass/to cross/ultra-/super-,超,,chāo,level50
谋,to plan/to seek/scheme,謀,,móu,level50
延,surname Yan,延,,yán,level50
斥,to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh,斥,,chì,level50
票,ticket/ballot/bank note/CL:張|张[zhang1]/person held for ransom/amateur performance of Chinese opera/classifier for shipments and business transactions (topolect),票,,piào,level50
